"对象","编码","名称","颜色","现有图片","素材键","来源","文件状态","校对结论"
"成衣 SKU","STYLE-PRJ-202603-006-BLA-S","Kemeja Batik Pria Modern 现代蜡染衬衫","Black","/materials/pcs-reviewed/batik-black.jpg","batik-black","https://hadinatabatik.com/products/hadinata-batik-pria-kemeja-pendek-slimfit-ranvir-ranita","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-006-BLA-M","Kemeja Batik Pria Modern 现代蜡染衬衫","Black","/materials/pcs-reviewed/batik-black.jpg","batik-black","https://hadinatabatik.com/products/hadinata-batik-pria-kemeja-pendek-slimfit-ranvir-ranita","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-006-WHI-S","Kemeja Batik Pria Modern 现代蜡染衬衫","White","/materials/pcs-reviewed/batik-white.jpg","batik-white","https://shopee.sg/KEMEJA-PUTIH-White-jasko-batik-shirt-~-white-men%27s-batik-short-sleeve-shirt-i.270020438.29614708201","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-006-WHI-M","Kemeja Batik Pria Modern 现代蜡染衬衫","White","/materials/pcs-reviewed/batik-white.jpg","batik-white","https://shopee.sg/KEMEJA-PUTIH-White-jasko-batik-shirt-~-white-men%27s-batik-short-sleeve-shirt-i.270020438.29614708201","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-005-BLA-S","Celana Jogger Pria 运动裤","Black","/materials/pcs-reviewed/jogger-black.jpg","jogger-black","https://www.walmart.com/ip/682669963","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-005-BLA-M","Celana Jogger Pria 运动裤","Black","/materials/pcs-reviewed/jogger-black.jpg","jogger-black","https://www.walmart.com/ip/682669963","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-005-WHI-S","Celana Jogger Pria 运动裤","White","/materials/pcs-reviewed/jogger-white.jpg","jogger-white","https://www.sportchek.ca/en/pdp/nike-sportswear-men-s-club-fleece-2-0-jogger-pants-83748647f.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-005-WHI-M","Celana Jogger Pria 运动裤","White","/materials/pcs-reviewed/jogger-white.jpg","jogger-white","https://www.sportchek.ca/en/pdp/nike-sportswear-men-s-club-fleece-2-0-jogger-pants-83748647f.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-004-BLA-S","Polo Shirt Pique 男装","Black","/materials/pcs-reviewed/polo-black.webp","polo-black","https://ascolour.com/chad-polo-5402/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-004-BLA-M","Polo Shirt Pique 男装","Black","/materials/pcs-reviewed/polo-black.webp","polo-black","https://ascolour.com/chad-polo-5402/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-004-WHI-S","Polo Shirt Pique 男装","White","/materials/pcs-reviewed/polo-white.jpg","polo-white","https://ascolour.com/chad-polo-5402/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-004-WHI-M","Polo Shirt Pique 男装","White","/materials/pcs-reviewed/polo-white.jpg","polo-white","https://ascolour.com/chad-polo-5402/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-003-BLA-S","春季休闲印花短袖T恤","Black","/materials/pcs-reviewed/print-tee-black.jpg","print-tee-black","https://www.zalando.pl/zoo-york-t-shirt-z-nadrukiem-black-1zo22o00j-q11.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-003-BLA-M","春季休闲印花短袖T恤","Black","/materials/pcs-reviewed/print-tee-black.jpg","print-tee-black","https://www.zalando.pl/zoo-york-t-shirt-z-nadrukiem-black-1zo22o00j-q11.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-003-WHI-S","春季休闲印花短袖T恤","White","/materials/pcs-reviewed/print-tee-white.jpg","print-tee-white","https://th.hm.com/th_en/regular-fit-t-shirt-0973277063.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-003-WHI-M","春季休闲印花短袖T恤","White","/materials/pcs-reviewed/print-tee-white.jpg","print-tee-white","https://th.hm.com/th_en/regular-fit-t-shirt-0973277063.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-002-BLA-S","通勤直筒西裤","Black","/materials/pcs-reviewed/trousers-black.jpg","trousers-black","https://suitsupply.com/en-us/men/trousers/suit-trousers","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-002-BLA-M","通勤直筒西裤","Black","/materials/pcs-reviewed/trousers-black.jpg","trousers-black","https://suitsupply.com/en-us/men/trousers/suit-trousers","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-002-WHI-S","通勤直筒西裤","White","/materials/pcs-reviewed/trousers-white.jpg","trousers-white","https://mogusuit.com/products/mogu-mens-slim-fit-flat-front-pants-solid-color","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-002-WHI-M","通勤直筒西裤","White","/materials/pcs-reviewed/trousers-white.jpg","trousers-white","https://mogusuit.com/products/mogu-mens-slim-fit-flat-front-pants-solid-color","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-001-BLA-S","法式碎花连衣裙","Black","/materials/pcs-reviewed/dress-floral-black.jpg","dress-floral-black","https://www.pixiegirl.com/pixiegirl-petite-black-ditsy-floral-tie-front-midi-dress-226778-p","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-001-BLA-M","法式碎花连衣裙","Black","/materials/pcs-reviewed/dress-floral-black.jpg","dress-floral-black","https://www.pixiegirl.com/pixiegirl-petite-black-ditsy-floral-tie-front-midi-dress-226778-p","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-001-WHI-S","法式碎花连衣裙","White","/materials/pcs-reviewed/dress-floral-white.jpg","dress-floral-white","https://www.dorothyperkins.com/product/dorothy-perkins-ditsy-button-front-shirred-waist-midi-dress_bqq17845","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-001-WHI-M","法式碎花连衣裙","White","/materials/pcs-reviewed/dress-floral-white.jpg","dress-floral-white","https://www.dorothyperkins.com/product/dorothy-perkins-ditsy-button-front-shirred-waist-midi-dress_bqq17845","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-014-BLA-S","修身弹力牛仔裤","Black","/materials/pcs-reviewed/jeans-black.jpg","jeans-black","https://www.celio.com/fr-fr/p/jean-slim-coton-stretch---noir/1130191.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-014-BLA-M","修身弹力牛仔裤","Black","/materials/pcs-reviewed/jeans-black.jpg","jeans-black","https://www.celio.com/fr-fr/p/jean-slim-coton-stretch---noir/1130191.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-014-WHI-S","修身弹力牛仔裤","White","/materials/pcs-reviewed/jeans-white.jpg","jeans-white","https://7forallmankind.com/products/luxe-performance-slimmy-clean-pocket-in-white","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-014-WHI-M","修身弹力牛仔裤","White","/materials/pcs-reviewed/jeans-white.jpg","jeans-white","https://7forallmankind.com/products/luxe-performance-slimmy-clean-pocket-in-white","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-013-BLA-S","镂空蕾丝拼接上衣","Black","/materials/pcs-reviewed/lace-top-black.jpg","lace-top-black","https://bovera.jp/products/cotton-lace-blouse","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-013-BLA-M","镂空蕾丝拼接上衣","Black","/materials/pcs-reviewed/lace-top-black.jpg","lace-top-black","https://bovera.jp/products/cotton-lace-blouse","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-013-WHI-S","镂空蕾丝拼接上衣","White","/materials/pcs-reviewed/lace-top-white.jpg","lace-top-white","https://bovera.jp/products/cotton-lace-blouse","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-013-WHI-M","镂空蕾丝拼接上衣","White","/materials/pcs-reviewed/lace-top-white.jpg","lace-top-white","https://bovera.jp/products/cotton-lace-blouse","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-012-BLA-S","秋冬加绒卫裤","Black","/materials/pcs-reviewed/jogger-black.jpg","jogger-black","https://www.walmart.com/ip/682669963","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-012-BLA-M","秋冬加绒卫裤","Black","/materials/pcs-reviewed/jogger-black.jpg","jogger-black","https://www.walmart.com/ip/682669963","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-012-WHI-S","秋冬加绒卫裤","White","/materials/pcs-reviewed/jogger-white.jpg","jogger-white","https://www.sportchek.ca/en/pdp/nike-sportswear-men-s-club-fleece-2-0-jogger-pants-83748647f.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-012-WHI-M","秋冬加绒卫裤","White","/materials/pcs-reviewed/jogger-white.jpg","jogger-white","https://www.sportchek.ca/en/pdp/nike-sportswear-men-s-club-fleece-2-0-jogger-pants-83748647f.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-011-BLA-S","通勤薄款针织开衫","Black","/materials/pcs-reviewed/cardigan-black.jpg","cardigan-black","https://www.walmart.com/ip/3514105604","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-011-BLA-M","通勤薄款针织开衫","Black","/materials/pcs-reviewed/cardigan-black.jpg","cardigan-black","https://www.walmart.com/ip/3514105604","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-011-WHI-S","通勤薄款针织开衫","White","/materials/pcs-reviewed/cardigan-white.jpg","cardigan-white","https://www.houseofbruar.com/ladies-pima-cotton-cardigan-white/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-011-WHI-M","通勤薄款针织开衫","White","/materials/pcs-reviewed/cardigan-white.jpg","cardigan-white","https://www.houseofbruar.com/ladies-pima-cotton-cardigan-white/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-009-BLA-S","夏威夷风度假衬衫","Black","/materials/pcs-reviewed/hawaii-black.jpg","hawaii-black","https://www.kykushirts.com/product/kyku-hawaiian-mens-shirts-casual-beach-vacation-tropical-mens-button-down-short-sleeve-shirt-with-pockettree-black-men-hawaiian-button-shirt/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-009-BLA-M","夏威夷风度假衬衫","Black","/materials/pcs-reviewed/hawaii-black.jpg","hawaii-black","https://www.kykushirts.com/product/kyku-hawaiian-mens-shirts-casual-beach-vacation-tropical-mens-button-down-short-sleeve-shirt-with-pockettree-black-men-hawaiian-button-shirt/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-009-WHI-S","夏威夷风度假衬衫","White","/materials/pcs-reviewed/hawaii-white.jpg","hawaii-white","https://www.target.com/p/-/A-92691575","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-009-WHI-M","夏威夷风度假衬衫","White","/materials/pcs-reviewed/hawaii-white.jpg","hawaii-white","https://www.target.com/p/-/A-92691575","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-008-BLA-S","情侣款牛仔短裤","Black","/materials/pcs-reviewed/shorts-black.jpg","shorts-black","https://clothbase.com/items/06a15bb6_nudie-jeans-seth-straight-leg-denim-shorts-black_nudie-jeans-co","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-008-BLA-M","情侣款牛仔短裤","Black","/materials/pcs-reviewed/shorts-black.jpg","shorts-black","https://clothbase.com/items/06a15bb6_nudie-jeans-seth-straight-leg-denim-shorts-black_nudie-jeans-co","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-008-WHI-S","情侣款牛仔短裤","White","/materials/pcs-reviewed/shorts-white.jpg","shorts-white","https://factory.jcrew.com/p/womens/categories/clothing/shorts/denim/classic-white-denim-short/BY129","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-008-WHI-M","情侣款牛仔短裤","White","/materials/pcs-reviewed/shorts-white.jpg","shorts-white","https://factory.jcrew.com/p/womens/categories/clothing/shorts/denim/classic-white-denim-short/BY129","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-007-BLA-S","民族风刺绣连衣裙","Black","/materials/pcs-reviewed/embroidered-dress-black.jpg","embroidered-dress-black","https://www.walmart.com/ip/16875671302","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-007-BLA-M","民族风刺绣连衣裙","Black","/materials/pcs-reviewed/embroidered-dress-black.jpg","embroidered-dress-black","https://www.walmart.com/ip/16875671302","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-007-WHI-S","民族风刺绣连衣裙","White","/materials/pcs-reviewed/embroidered-dress-white.jpg","embroidered-dress-white","https://www.indoera.in/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-007-WHI-M","民族风刺绣连衣裙","White","/materials/pcs-reviewed/embroidered-dress-white.jpg","embroidered-dress-white","https://www.indoera.in/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-006-BLA-S","工装束脚口运动裤","Black","/materials/pcs-reviewed/cargo-black.jpg","cargo-black","https://www.walmart.com/c/kp/mens-cargo-joggers","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-006-BLA-M","工装束脚口运动裤","Black","/materials/pcs-reviewed/cargo-black.jpg","cargo-black","https://www.walmart.com/c/kp/mens-cargo-joggers","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-006-WHI-S","工装束脚口运动裤","White","/materials/pcs-reviewed/cargo-white.jpg","cargo-white","https://www.walmart.com/ip/2347284384","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-006-WHI-M","工装束脚口运动裤","White","/materials/pcs-reviewed/cargo-white.jpg","cargo-white","https://www.walmart.com/ip/2347284384","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-005-BLA-S","蕾丝拼接晚宴裙","Black","/materials/pcs-reviewed/lace-dress-black.jpg","lace-dress-black","https://www.nordstromrack.com/s/dress-the-population-gianna-lace-panel-crepe-eveninggown/8097828","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-005-BLA-M","蕾丝拼接晚宴裙","Black","/materials/pcs-reviewed/lace-dress-black.jpg","lace-dress-black","https://www.nordstromrack.com/s/dress-the-population-gianna-lace-panel-crepe-eveninggown/8097828","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-005-WHI-S","蕾丝拼接晚宴裙","White","/materials/pcs-reviewed/lace-dress-white.jpg","lace-dress-white","https://vionnera.com/products/noelia-elegancka-sukienka-maxi","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-005-WHI-M","蕾丝拼接晚宴裙","White","/materials/pcs-reviewed/lace-dress-white.jpg","lace-dress-white","https://vionnera.com/products/noelia-elegancka-sukienka-maxi","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-004-BLA-S","简约通勤A字裙","Black","/materials/pcs-reviewed/aline-black.jpg","aline-black","https://cassandra.dk/products/mads-norgaard-recycled-sportina-stelly-skirt-fav-black","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-004-BLA-M","简约通勤A字裙","Black","/materials/pcs-reviewed/aline-black.jpg","aline-black","https://cassandra.dk/products/mads-norgaard-recycled-sportina-stelly-skirt-fav-black","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-004-WHI-S","简约通勤A字裙","White","/materials/pcs-reviewed/aline-white.jpg","aline-white","https://shopee.co.th/%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5-%E0%B8%AA%E0%B8%B5%E0%B8%82%E0%B8%B2%E0%B8%A7-%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A1%E0%B8%AA%E0%B9%88%E0%B8%87-i.35353344.17744408990","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-004-WHI-M","简约通勤A字裙","White","/materials/pcs-reviewed/aline-white.jpg","aline-white","https://shopee.co.th/%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5-%E0%B8%AA%E0%B8%B5%E0%B8%82%E0%B8%B2%E0%B8%A7-%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A1%E0%B8%AA%E0%B9%88%E0%B8%87-i.35353344.17744408990","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-003-BLA-S","秋冬重磅卫衣","Black","/materials/pcs-reviewed/sweat-black.jpg","sweat-black","https://www.independenttradingco.com/products/10oz-heavyweight-crew-8","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-003-BLA-M","秋冬重磅卫衣","Black","/materials/pcs-reviewed/sweat-black.jpg","sweat-black","https://www.independenttradingco.com/products/10oz-heavyweight-crew-8","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-003-WHI-S","秋冬重磅卫衣","White","/materials/pcs-reviewed/sweat-white.jpg","sweat-white","https://www.unitedathle.net/?pid=145948304","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-003-WHI-M","秋冬重磅卫衣","White","/materials/pcs-reviewed/sweat-white.jpg","sweat-white","https://www.unitedathle.net/?pid=145948304","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-002-BLA-S","Kemeja Flanel Pria 格子衬衫","Black","/materials/pcs-reviewed/flannel-black.jpg","flannel-black","https://www.walmart.com/ip/BRAHMA-WORK-FLANNEL/15338562452","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-002-BLA-M","Kemeja Flanel Pria 格子衬衫","Black","/materials/pcs-reviewed/flannel-black.jpg","flannel-black","https://www.walmart.com/ip/BRAHMA-WORK-FLANNEL/15338562452","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-002-WHI-S","Kemeja Flanel Pria 格子衬衫","White","/materials/pcs-reviewed/flannel-white.jpg","flannel-white","https://www.next.co.uk/style/su574163/ay9471","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-002-WHI-M","Kemeja Flanel Pria 格子衬衫","White","/materials/pcs-reviewed/flannel-white.jpg","flannel-white","https://www.next.co.uk/style/su574163/ay9471","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","ASYSA26060310-BLACK-M","女式基础圆领短袖","Black","/materials/pcs-reviewed/tee-black.jpg","tee-black","https://www.thewarehouse.co.nz/p/hh-womens-essential-short-sleeve-crew-neck-tee/RM110161302-1M.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","ASYSA26060310-BLACK-L","女式基础圆领短袖","Black","/materials/pcs-reviewed/tee-black.jpg","tee-black","https://www.thewarehouse.co.nz/p/hh-womens-essential-short-sleeve-crew-neck-tee/RM110161302-1M.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","ASYSA26060310-BLACK-XL","女式基础圆领短袖","Black","/materials/pcs-reviewed/tee-black.jpg","tee-black","https://www.thewarehouse.co.nz/p/hh-womens-essential-short-sleeve-crew-neck-tee/RM110161302-1M.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","ASYSA26060310-WHITE-M","女式基础圆领短袖","White","/materials/pcs-reviewed/tee-white.jpg","tee-white","https://www.thewarehouse.co.nz/p/hh-womens-essential-short-sleeve-crew-neck-tee/RM110161302-3M.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","ASYSA26060310-WHITE-L","女式基础圆领短袖","White","/materials/pcs-reviewed/tee-white.jpg","tee-white","https://www.thewarehouse.co.nz/p/hh-womens-essential-short-sleeve-crew-neck-tee/RM110161302-3M.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","ASYSA26060310-WHITE-XL","女式基础圆领短袖","White","/materials/pcs-reviewed/tee-white.jpg","tee-white","https://www.thewarehouse.co.nz/p/hh-womens-essential-short-sleeve-crew-neck-tee/RM110161302-3M.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","ASYSA26060310-NAVY-M","女式基础圆领短袖","Navy","/materials/pcs-reviewed/tee-navy.png","tee-navy","https://stores.inksoft.com/fundygymnastics/shop/home","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","ASYSA26060310-NAVY-L","女式基础圆领短袖","Navy","/materials/pcs-reviewed/tee-navy.png","tee-navy","https://stores.inksoft.com/fundygymnastics/shop/home","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","ASYSA26060310-NAVY-XL","女式基础圆领短袖","Navy","/materials/pcs-reviewed/tee-navy.png","tee-navy","https://stores.inksoft.com/fundygymnastics/shop/home","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","ASYSA26060310-RED-M","女式基础圆领短袖","Red","/materials/pcs-reviewed/tee-red.jpg","tee-red","https://www.walmart.com/ip/511800165","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","ASYSA26060310-RED-L","女式基础圆领短袖","Red","/materials/pcs-reviewed/tee-red.jpg","tee-red","https://www.walmart.com/ip/511800165","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","ASYSA26060310-RED-XL","女式基础圆领短袖","Red","/materials/pcs-reviewed/tee-red.jpg","tee-red","https://www.walmart.com/ip/511800165","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-001-BLA-S","夏季棉麻度假裙","Black","/materials/pcs-reviewed/linen-dress-black.jpg","linen-dress-black","https://www.walmart.com/ip/16682320618","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
